question_id,ctchat,m3d,med3dvlm,medevalkit,medgemma,merlin,radfm,vila_m3_vista3d
valid_72_a_1.nii.gz::4,1.00,0.00,0.66,1.00,1.00,0.00,0.00,1.00
valid_730_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_730_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.66
valid_730_a_1.nii.gz::2,0.66,0.00,0.33,0.00,0.00,0.00,0.00,0.33
valid_731_a_1.nii.gz::0,1.00,0.33,0.00,1.00,1.00,0.33,1.00,1.00
valid_731_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,1.00,1.00,0.66
valid_732_a_1.nii.gz::0,1.00,0.00,0.00,0.00,1.00,0.33,1.00,0.00
valid_732_a_1.nii.gz::1,1.00,0.00,0.00,1.00,1.00,0.66,0.33,0.00
valid_732_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_732_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
valid_732_a_1.nii.gz::4,0.00,0.33,0.33,1.00,0.00,0.00,0.00,0.00
valid_732_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_732_a_1.nii.gz::6,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_732_a_1.nii.gz::7,0.00,0.00,0.66,0.33,0.66,0.33,0.00,0.00
valid_733_a_1.nii.gz::0,1.00,0.33,0.33,1.00,1.00,1.00,1.00,1.00
valid_734_a_1.nii.gz::0,0.00,0.66,0.33,0.00,0.00,0.66,1.00,0.00
valid_734_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_734_a_1.nii.gz::2,1.00,0.33,1.00,1.00,1.00,0.33,0.00,0.33
valid_734_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_735_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_735_a_1.nii.gz::1,1.00,0.33,1.00,0.00,0.00,0.00,1.00,0.00
valid_735_a_1.nii.gz::2,1.00,1.00,0.66,1.00,1.00,0.00,1.00,1.00
valid_735_a_1.nii.gz::3,1.00,0.66,0.33,1.00,1.00,0.00,1.00,1.00
valid_736_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_736_a_1.nii.gz::1,0.00,0.66,0.33,0.66,1.00,0.00,0.00,0.00
valid_736_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_736_a_1.nii.gz::3,1.00,0.33,0.33,1.00,0.33,0.33,0.00,1.00
valid_736_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_736_a_1.nii.gz::5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_736_a_1.nii.gz::6,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_736_a_1.nii.gz::7,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_736_a_1.nii.gz::8,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.66
valid_736_a_1.nii.gz::9,1.00,0.00,0.00,0.00,1.00,0.00,0.33,0.00
valid_737_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_737_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33
valid_737_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_737_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_737_a_1.nii.gz::4,1.00,0.33,0.00,1.00,1.00,0.33,0.00,1.00
valid_738_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_738_a_1.nii.gz::1,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00
valid_738_a_1.nii.gz::2,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00
valid_738_a_1.nii.gz::3,0.33,0.33,0.00,0.00,0.00,0.66,0.00,0.00
valid_738_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_738_a_1.nii.gz::5,1.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00
valid_738_a_1.nii.gz::6,1.00,0.33,0.00,0.00,1.00,0.33,0.00,0.00
valid_738_a_1.nii.gz::7,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_739_a_1.nii.gz::0,0.66,0.33,0.00,0.33,0.00,0.33,0.00,0.00
valid_739_a_1.nii.gz::1,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_739_a_1.nii.gz::2,0.00,0.66,0.33,0.33,0.33,0.00,0.00,0.00
valid_739_a_1.nii.gz::3,1.00,0.66,0.00,1.00,1.00,0.00,0.33,0.33
valid_739_a_1.nii.gz::4,1.00,0.33,0.00,0.00,0.00,0.66,0.33,0.00
valid_739_a_1.nii.gz::5,0.33,0.66,0.66,1.00,0.66,1.00,0.66,0.00
valid_739_a_1.nii.gz::6,1.00,0.33,0.00,0.66,1.00,0.66,0.00,0.33
valid_739_a_1.nii.gz::7,1.00,0.33,0.33,1.00,1.00,1.00,0.00,1.00
valid_739_a_1.nii.gz::8,0.66,0.00,0.00,0.00,0.00,1.00,0.00,0.00
valid_73_a_1.nii.gz::0,0.33,0.00,0.00,0.00,0.33,0.66,0.33,0.00
valid_73_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_740_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_740_a_1.nii.gz::1,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
valid_740_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.66
valid_740_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_741_a_1.nii.gz::0,0.00,0.33,0.00,0.00,0.00,0.66,0.33,0.00
valid_741_a_1.nii.gz::1,1.00,0.66,0.66,0.00,1.00,0.00,1.00,1.00
valid_741_a_1.nii.gz::2,0.00,0.66,0.33,0.00,0.00,0.00,0.33,0.00
valid_741_a_1.nii.gz::3,0.00,0.00,0.33,0.00,1.00,0.33,0.00,0.00
valid_741_a_1.nii.gz::4,1.00,0.33,0.33,1.00,1.00,1.00,1.00,1.00
valid_741_a_1.nii.gz::5,1.00,0.66,1.00,1.00,1.00,1.00,0.33,1.00
valid_741_b_1.nii.gz::0,0.00,0.00,0.66,0.00,0.66,0.66,0.00,1.00
valid_741_b_1.nii.gz::1,1.00,0.33,0.66,0.00,1.00,0.00,1.00,0.00
valid_741_b_1.nii.gz::2,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00
valid_741_b_1.nii.gz::3,1.00,1.00,0.00,1.00,0.00,0.33,0.00,0.00
valid_742_a_1.nii.gz::0,0.00,0.33,0.00,1.00,0.33,0.00,1.00,1.00
valid_742_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_743_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_743_a_1.nii.gz::1,0.33,0.00,0.66,0.00,0.00,0.00,1.00,1.00
valid_743_a_1.nii.gz::2,0.33,0.00,0.00,0.00,0.33,1.00,0.00,0.00
valid_743_a_1.nii.gz::3,0.00,0.00,0.00,1.00,0.33,0.00,1.00,0.66
valid_743_a_1.nii.gz::4,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_743_a_1.nii.gz::5,0.00,0.33,0.00,1.00,1.00,0.33,0.00,0.00
valid_743_a_1.nii.gz::6,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00
valid_743_a_1.nii.gz::7,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_743_a_1.nii.gz::8,1.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_743_a_1.nii.gz::9,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_744_a_1.nii.gz::0,0.66,0.00,0.33,1.00,0.00,0.33,0.00,0.00
valid_744_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_744_a_1.nii.gz::2,1.00,0.33,0.00,0.00,1.00,0.33,0.66,0.00
valid_744_a_1.nii.gz::3,1.00,0.66,1.00,1.00,1.00,0.33,1.00,1.00
valid_745_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.33
valid_745_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00
valid_745_a_1.nii.gz::2,1.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_745_a_1.nii.gz::3,0.33,0.66,0.00,1.00,0.33,0.00,0.00,0.00
valid_745_a_1.nii.gz::4,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
valid_746_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_746_a_1.nii.gz::1,1.00,0.33,0.00,0.00,0.00,0.00,1.00,0.00
valid_746_a_1.nii.gz::2,1.00,0.66,0.33,1.00,1.00,1.00,0.00,1.00
valid_746_a_1.nii.gz::3,1.00,0.33,0.33,1.00,1.00,1.00,0.00,1.00
valid_746_a_1.nii.gz::4,1.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_747_a_1.nii.gz::0,0.33,0.00,0.66,0.00,0.33,0.33,0.00,0.00
valid_747_a_1.nii.gz::1,0.00,0.00,1.00,0.00,0.33,0.33,0.00,0.00
valid_747_a_1.nii.gz::2,0.00,0.66,0.00,0.00,1.00,0.00,0.33,0.00
valid_747_a_1.nii.gz::3,0.00,0.00,0.00,1.00,0.33,0.33,1.00,0.00
valid_747_a_1.nii.gz::4,0.00,0.00,1.00,0.00,0.00,0.66,0.00,0.00
valid_747_a_1.nii.gz::5,0.00,0.00,0.33,1.00,0.00,0.00,0.00,0.00
valid_747_a_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_747_a_1.nii.gz::7,1.00,0.33,1.00,1.00,1.00,0.33,1.00,1.00
valid_747_a_1.nii.gz::8,0.33,0.66,0.66,1.00,0.00,0.66,0.00,0.00
valid_747_a_1.nii.gz::9,0.66,0.00,0.00,0.66,0.33,0.00,0.00,0.00
valid_748_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.00
valid_748_a_1.nii.gz::1,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_748_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_748_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_748_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_749_a_1.nii.gz::0,0.00,0.00,0.66,0.66,0.00,0.66,0.33,0.00
valid_749_a_1.nii.gz::1,0.00,0.00,0.00,1.00,0.00,0.33,0.33,0.00
valid_749_a_1.nii.gz::2,1.00,0.33,0.00,0.00,1.00,0.66,1.00,1.00
valid_749_a_1.nii.gz::3,1.00,0.66,0.00,0.00,0.00,0.33,1.00,0.00
valid_749_a_1.nii.gz::4,0.66,0.00,0.00,1.00,1.00,0.66,0.00,0.66
valid_749_a_1.nii.gz::5,1.00,0.33,0.00,1.00,0.00,0.33,0.00,0.00
valid_74_a_1.nii.gz::0,0.00,1.00,0.66,0.00,1.00,1.00,0.00,0.66
valid_74_a_1.nii.gz::1,1.00,0.66,0.33,1.00,1.00,0.33,1.00,1.00
valid_74_a_1.nii.gz::2,0.00,0.66,1.00,0.33,0.00,1.00,0.00,0.33
valid_74_a_1.nii.gz::3,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_74_a_1.nii.gz::4,1.00,0.33,1.00,1.00,1.00,0.33,1.00,1.00
valid_74_a_1.nii.gz::5,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_74_a_1.nii.gz::6,1.00,1.00,0.33,1.00,1.00,0.66,0.00,0.00
valid_74_a_1.nii.gz::7,1.00,0.66,0.66,1.00,1.00,0.33,1.00,0.00
valid_750_a_1.nii.gz::0,0.00,0.00,0.66,1.00,0.00,0.66,0.00,0.00
valid_750_a_1.nii.gz::1,0.66,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_750_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_750_a_1.nii.gz::3,0.00,0.66,0.33,0.00,0.00,0.66,0.00,0.00
valid_750_a_1.nii.gz::4,1.00,0.00,0.00,0.33,0.33,0.00,0.33,0.00
valid_751_a_1.nii.gz::0,1.00,0.66,1.00,1.00,1.00,0.33,1.00,1.00
valid_751_a_1.nii.gz::1,1.00,1.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_751_a_1.nii.gz::2,1.00,1.00,0.33,0.33,1.00,1.00,0.00,1.00
valid_752_a_1.nii.gz::0,0.33,0.66,1.00,0.00,0.00,0.66,1.00,0.00
valid_752_a_1.nii.gz::1,0.33,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_752_a_1.nii.gz::2,1.00,0.33,1.00,1.00,1.00,0.00,0.00,0.66
valid_752_a_1.nii.gz::3,0.66,0.66,0.66,0.00,0.33,0.00,0.00,0.00
valid_752_a_1.nii.gz::4,1.00,0.33,0.00,1.00,0.00,0.00,1.00,0.00
valid_752_b_1.nii.gz::0,0.00,0.33,0.00,0.66,0.00,0.00,0.00,0.00
valid_752_b_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_752_b_1.nii.gz::2,1.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00
valid_753_a_1.nii.gz::0,1.00,0.33,0.00,0.66,1.00,1.00,0.00,1.00
valid_753_a_1.nii.gz::1,1.00,0.66,0.66,1.00,1.00,1.00,1.00,0.00
valid_753_a_1.nii.gz::2,0.00,0.00,0.66,0.00,0.00,0.66,0.00,0.00
valid_753_a_1.nii.gz::3,0.00,1.00,0.33,0.00,0.66,0.00,0.00,0.00
valid_753_a_1.nii.gz::4,0.33,0.00,0.33,0.33,0.66,0.33,0.00,0.00
valid_753_a_1.nii.gz::5,0.66,0.00,0.00,0.00,0.00,0.00,0.33,0.00
valid_753_a_1.nii.gz::6,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_754_a_1.nii.gz::0,0.00,0.66,0.33,0.33,0.66,0.00,0.00,0.00
valid_754_a_1.nii.gz::1,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00
valid_754_a_1.nii.gz::2,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_754_a_1.nii.gz::3,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_754_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_754_a_1.nii.gz::5,0.00,0.33,0.00,1.00,0.33,0.00,1.00,0.00
valid_754_a_1.nii.gz::6,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_755_a_1.nii.gz::0,0.66,0.33,0.33,0.66,0.33,0.00,0.33,0.00
valid_755_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_756_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_756_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.00,1.00,1.00
valid_756_a_1.nii.gz::2,0.33,0.66,0.33,0.00,0.00,0.33,1.00,0.00
valid_756_a_1.nii.gz::3,1.00,0.33,0.33,0.00,0.00,1.00,1.00,0.00
valid_756_a_1.nii.gz::4,0.00,0.66,0.66,1.00,1.00,0.66,0.00,1.00
valid_757_a_1.nii.gz::0,1.00,0.00,0.00,1.00,1.00,0.66,0.00,0.00
valid_757_a_1.nii.gz::1,1.00,0.66,0.66,0.00,1.00,0.33,1.00,0.00
valid_757_a_1.nii.gz::2,1.00,0.66,1.00,1.00,0.00,0.66,0.33,0.00
valid_757_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
valid_757_a_1.nii.gz::4,0.66,1.00,1.00,0.00,0.00,0.00,0.00,1.00
valid_757_a_1.nii.gz::5,1.00,0.00,0.33,1.00,1.00,1.00,0.00,1.00
valid_757_a_1.nii.gz::6,0.00,0.00,0.33,0.66,0.00,1.00,0.00,0.00
valid_758_a_1.nii.gz::0,1.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_758_a_1.nii.gz::1,1.00,0.33,1.00,0.00,1.00,0.33,0.00,0.00
valid_758_a_1.nii.gz::2,1.00,1.00,0.33,1.00,1.00,0.66,1.00,1.00
valid_758_a_1.nii.gz::3,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00
valid_758_a_1.nii.gz::4,0.00,1.00,1.00,0.33,0.00,0.33,1.00,1.00
valid_758_a_1.nii.gz::5,0.00,1.00,1.00,0.33,1.00,0.66,0.00,0.00
valid_758_a_1.nii.gz::6,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_759_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_759_a_1.nii.gz::1,1.00,0.00,0.33,1.00,1.00,0.33,0.00,0.00
valid_759_a_1.nii.gz::2,0.00,0.00,0.66,0.00,0.00,0.66,0.66,0.00
valid_759_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_759_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,1.00,0.00,0.00
valid_759_a_1.nii.gz::5,0.00,0.00,0.00,0.66,0.00,0.66,0.00,0.00
valid_759_a_1.nii.gz::6,0.33,0.00,0.00,0.66,0.33,0.00,0.33,0.33
valid_759_a_1.nii.gz::7,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00
valid_75_a_1.nii.gz::0,0.00,0.66,1.00,0.33,0.00,0.33,0.66,0.00
valid_75_a_1.nii.gz::1,0.00,0.00,0.66,1.00,1.00,0.33,0.00,0.00
valid_75_a_1.nii.gz::2,0.66,0.00,0.66,0.33,0.00,0.33,0.00,0.00
valid_75_a_1.nii.gz::3,1.00,0.33,0.66,1.00,0.00,0.33,0.00,1.00
valid_760_a_1.nii.gz::0,1.00,0.33,0.33,1.00,0.66,0.66,0.00,0.00
valid_760_a_1.nii.gz::1,0.00,0.33,0.33,1.00,1.00,0.00,1.00,0.00
valid_760_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.33,0.00,0.00
valid_760_a_1.nii.gz::3,0.66,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_760_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
valid_761_a_1.nii.gz::0,0.00,0.33,0.00,0.33,0.00,0.66,0.00,0.00
valid_761_a_1.nii.gz::1,1.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00
valid_761_a_1.nii.gz::2,1.00,1.00,0.66,1.00,0.00,0.00,1.00,0.00
valid_761_a_1.nii.gz::3,0.00,0.33,0.33,1.00,1.00,0.33,0.33,1.00
valid_761_a_1.nii.gz::4,0.00,0.66,0.00,0.33,0.66,0.66,0.33,0.00
valid_762_a_1.nii.gz::0,0.66,0.33,0.33,1.00,0.33,0.66,0.00,0.33
valid_762_a_1.nii.gz::1,1.00,0.66,0.33,1.00,1.00,0.33,1.00,1.00
valid_763_a_1.nii.gz::0,1.00,1.00,0.33,1.00,1.00,1.00,0.00,0.00
valid_763_a_1.nii.gz::1,1.00,1.00,0.33,0.66,1.00,1.00,1.00,1.00
valid_763_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
valid_763_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
valid_764_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00
valid_764_a_1.nii.gz::1,0.00,1.00,1.00,0.00,0.66,0.00,0.00,0.66
valid_764_a_1.nii.gz::2,0.00,0.33,0.33,0.00,0.66,0.33,0.00,0.33
valid_764_a_1.nii.gz::3,1.00,0.00,0.33,0.00,1.00,0.66,0.00,0.00
valid_764_a_1.nii.gz::4,0.00,0.66,0.33,0.00,0.00,0.00,0.00,0.00
valid_764_a_1.nii.gz::5,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_764_a_1.nii.gz::6,1.00,0.33,0.66,0.00,0.66,0.00,0.00,0.33
valid_764_a_1.nii.gz::7,1.00,0.00,0.00,0.66,1.00,1.00,0.00,0.33
valid_765_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.00,1.00,0.00
valid_765_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.00,1.00,1.00
valid_765_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_766_a_1.nii.gz::0,0.00,0.33,0.66,0.33,0.00,1.00,0.00,0.00
valid_766_a_1.nii.gz::1,1.00,0.33,0.66,1.00,1.00,0.66,1.00,1.00
valid_766_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_766_a_1.nii.gz::3,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_766_a_1.nii.gz::4,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_767_a_1.nii.gz::0,0.33,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_767_a_1.nii.gz::1,0.00,1.00,0.66,0.00,0.33,0.33,0.00,0.00
valid_767_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.66,0.33,0.00
valid_767_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_767_a_1.nii.gz::4,0.00,0.66,0.00,0.00,1.00,0.00,1.00,1.00
valid_767_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
valid_767_a_1.nii.gz::6,1.00,0.33,0.00,1.00,1.00,0.33,1.00,0.00
valid_767_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_767_a_1.nii.gz::8,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
valid_768_a_1.nii.gz::0,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_768_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.33,0.00,0.00
valid_768_a_1.nii.gz::2,0.00,0.33,0.33,1.00,0.66,0.00,0.00,1.00
valid_768_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_768_a_1.nii.gz::4,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00
valid_768_a_1.nii.gz::5,1.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00
valid_768_a_1.nii.gz::6,1.00,0.00,0.00,0.66,1.00,0.33,0.00,0.00
valid_768_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_768_a_1.nii.gz::8,1.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00
valid_769_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_769_a_1.nii.gz::1,0.33,0.00,0.33,1.00,0.66,0.00,1.00,0.00
valid_769_a_1.nii.gz::2,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00
valid_769_a_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_769_a_1.nii.gz::4,1.00,0.66,1.00,1.00,1.00,1.00,1.00,1.00
valid_76_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_76_a_1.nii.gz::1,1.00,0.33,1.00,0.00,1.00,0.00,1.00,1.00
valid_76_a_1.nii.gz::2,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_76_a_1.nii.gz::3,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_76_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,1.00,0.66,1.00
valid_770_a_1.nii.gz::0,1.00,0.66,0.00,0.33,0.33,0.00,0.00,0.00
valid_770_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.66,0.00,0.33
valid_770_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,0.66,0.00,1.00
valid_770_a_1.nii.gz::3,1.00,0.33,0.00,0.66,1.00,1.00,0.00,0.00
valid_770_a_1.nii.gz::4,0.00,0.66,0.66,0.33,0.33,0.66,0.00,0.00
valid_770_b_1.nii.gz::0,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_770_b_1.nii.gz::1,1.00,1.00,0.33,1.00,1.00,0.00,0.00,0.00
valid_770_b_1.nii.gz::2,1.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_770_c_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_770_c_1.nii.gz::1,1.00,0.33,1.00,1.00,1.00,0.00,1.00,0.00
valid_770_c_1.nii.gz::2,1.00,0.66,1.00,0.00,0.00,0.00,0.00,0.00
valid_771_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_771_a_1.nii.gz::1,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_771_a_1.nii.gz::2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_771_a_1.nii.gz::3,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_771_a_1.nii.gz::4,1.00,0.33,0.00,1.00,1.00,0.33,1.00,1.00
valid_771_a_1.nii.gz::5,0.33,0.00,0.00,1.00,0.00,0.66,0.00,0.00
valid_771_a_1.nii.gz::6,0.00,0.66,0.33,0.00,1.00,0.33,1.00,0.00
valid_771_b_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_771_b_1.nii.gz::1,0.00,0.33,0.66,1.00,0.00,0.00,0.33,1.00
valid_771_b_1.nii.gz::2,1.00,0.66,0.00,1.00,1.00,0.00,1.00,0.00
valid_771_b_1.nii.gz::3,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_771_b_1.nii.gz::4,0.66,0.00,0.33,0.00,0.00,0.33,0.00,0.00
valid_771_b_1.nii.gz::5,1.00,0.00,0.00,0.33,0.00,0.66,0.00,0.00
valid_771_b_1.nii.gz::6,1.00,0.33,0.00,0.00,0.00,0.33,0.33,0.00
valid_772_a_1.nii.gz::0,0.66,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_772_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,1.00
valid_772_a_1.nii.gz::2,0.00,0.00,0.33,0.00,0.00,0.66,0.00,0.00
valid_772_a_1.nii.gz::3,1.00,0.00,0.00,1.00,0.66,0.00,0.00,0.00
valid_773_a_1.nii.gz::0,0.00,0.33,1.00,0.00,0.00,0.00,0.66,0.00
valid_773_a_1.nii.gz::1,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_773_a_1.nii.gz::2,1.00,1.00,0.33,0.00,1.00,0.00,1.00,1.00
valid_773_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00
valid_773_a_1.nii.gz::4,1.00,1.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_773_a_1.nii.gz::5,0.00,1.00,1.00,1.00,1.00,0.66,0.00,1.00
